doy = UTC, AirtT = degC, RH = %, WS = m/s, WDir = deg, atmP = kPa, SWin = W/m2, Rain = mm
01-Aug-2020 09:00:001,15,67,0,0,95.647,0,0
01-Aug-2020 10:00:001,14.8,68,0,0,95.6504,0,0
01-Aug-2020 11:00:001,13.5,73,0,0,95.6572,0,0
01-Aug-2020 12:00:001,12.8,73,0,0,95.6877,0,0
01-Aug-2020 13:00:001,12.4,74,0,0,95.7046,0,0
01-Aug-2020 14:00:001,12.8,75,0,0,95.7791,26,0
01-Aug-2020 15:00:001,16.4,74,0,0,95.8028,195,0
01-Aug-2020 16:00:001,21.7,61,0,0,95.8401,354,0
01-Aug-2020 17:00:001,22.6,63,0,0,95.8468,528,0
01-Aug-2020 18:00:001,24.7,58,0,0,95.8536,525,0
01-Aug-2020 19:00:001,27.4,44,0,0,95.8401,811,0
01-Aug-2020 20:00:001,29.1,39,0,0,95.7351,884,0
01-Aug-2020 21:00:001,32.9,28,0,0,95.7452,899,0
01-Aug-2020 22:00:001,33.6,26,0.447,202.5,95.7012,850,0
01-Aug-2020 23:00:001,34,24,1.3411,202.5,95.6572,752,0
02-Aug-2020 00:00:001,34.1,30,0.8941,225,95.6369,610,0
02-Aug-2020 01:00:001,34.3,28,0.447,225,95.6267,435,0
02-Aug-2020 02:00:001,31.8,36,0.8941,270,95.6301,238,0
02-Aug-2020 03:00:001,29.2,39,0.447,270,95.6369,29,0
02-Aug-2020 04:00:001,26.4,34,0.8941,0,95.6403,0,0
02-Aug-2020 05:00:001,23.3,36,0,0,95.708,0,0
02-Aug-2020 06:00:001,20.4,48,0,0,95.6877,0,0
02-Aug-2020 07:00:001,19.4,52,0,0,95.6741,0,0
02-Aug-2020 08:00:001,18.1,56,0,0,95.6369,0,0
02-Aug-2020 09:00:001,16.5,59,0,0,95.6606,0,0
02-Aug-2020 10:00:001,15.7,60,0,0,95.6403,0,0
02-Aug-2020 11:00:001,15,62,0,0,95.6233,0,0
02-Aug-2020 12:00:001,14.3,66,0,0,95.6098,0,0
02-Aug-2020 13:00:001,13.9,69,0,0,95.6572,0,0
02-Aug-2020 14:00:001,13.4,71,0,0,95.6945,25,0
02-Aug-2020 15:00:001,17.5,64,0,0,95.7622,179,0
02-Aug-2020 16:00:001,21.7,61,0,0,95.7825,361,0
02-Aug-2020 17:00:001,23.9,52,0,0,95.7927,548,0
02-Aug-2020 18:00:001,26.4,46,0,0,95.8096,537,0
02-Aug-2020 19:00:001,28.2,44,0,0,95.7656,827,0
02-Aug-2020 20:00:001,31.6,30,0,0,95.6945,897,0
02-Aug-2020 21:00:001,32.7,31,0,0,95.6911,905,0
02-Aug-2020 22:00:001,33.6,34,0,0,95.6741,855,0
02-Aug-2020 23:00:001,32.6,36,0.8941,270,95.6877,749,0
03-Aug-2020 00:00:001,31.5,35,1.7882,270,95.6843,586,0
03-Aug-2020 01:00:001,30.6,37,0.8941,247.5,95.6978,401,0
03-Aug-2020 02:00:001,29.1,43,0.8941,247.5,95.708,224,0
03-Aug-2020 03:00:001,26.6,48,1.3411,270,95.7249,30,0
03-Aug-2020 04:00:001,24.7,49,0.447,247.5,95.7656,0,0
03-Aug-2020 05:00:001,24,53,0,0,95.7927,0,0
03-Aug-2020 06:00:001,20.7,50,0,0,95.8028,0,0
03-Aug-2020 07:00:001,18.8,55,0,0,95.7859,0,0
03-Aug-2020 08:00:001,18.5,54,0,0,95.7757,0,0
03-Aug-2020 09:00:001,17.1,59,0,0,95.769,0,0
03-Aug-2020 10:00:001,16.6,59,0,0,95.7825,0,0
03-Aug-2020 11:00:001,16,60,0,0,95.7757,0,0
03-Aug-2020 12:00:001,14.7,64,0,0,95.7588,0,0
03-Aug-2020 13:00:001,14.4,62,0,0,95.7723,0,0
03-Aug-2020 14:00:001,14.7,66,0,0,95.7994,17,0
03-Aug-2020 15:00:001,19.1,63,0,0,95.8333,190,0
03-Aug-2020 16:00:001,23.9,50,0,0,95.8841,381,0
03-Aug-2020 17:00:001,24.1,54,0,0,95.8401,562,0
03-Aug-2020 18:00:001,27.3,43,0,0,95.9315,508,0
03-Aug-2020 19:00:001,28.1,44,0,0,95.7994,835,0
03-Aug-2020 20:00:001,30.9,35,0,0,95.7148,899,0
03-Aug-2020 21:00:001,31.1,42,0,0,95.7351,903,0
03-Aug-2020 22:00:001,32.8,34,0,0,95.6911,860,0
03-Aug-2020 23:00:001,32.3,40,0.8941,270,95.6843,757,0
04-Aug-2020 00:00:001,31,42,0.8941,292.5,95.6504,606,0
04-Aug-2020 01:00:001,29.8,46,1.3411,270,95.6335,427,0
04-Aug-2020 02:00:001,28.9,48,0.8941,270,95.6335,231,0
04-Aug-2020 03:00:001,26.2,56,0.8941,270,95.62,23,0
04-Aug-2020 04:00:001,24.3,51,0.447,225,95.6132,0,0
04-Aug-2020 05:00:001,21.9,56,0,0,95.6369,0,0
04-Aug-2020 06:00:001,19.6,65,0,0,95.6132,0,0
04-Aug-2020 07:00:001,18.6,68,0,0,95.5556,0,0
04-Aug-2020 08:00:001,18.3,68,0,0,95.5082,0,0
04-Aug-2020 09:00:001,17.5,70,0,0,95.471,0,0
04-Aug-2020 10:00:001,15.9,75,0,0,95.4743,0,0
04-Aug-2020 11:00:001,15.2,77,0,0,95.4743,0,0
04-Aug-2020 12:00:001,14.8,77,0,0,95.4947,0,0
04-Aug-2020 13:00:001,14.2,79,0,0,95.5251,0,0
04-Aug-2020 14:00:001,14.7,81,0,0,95.5421,17,0
04-Aug-2020 15:00:001,18.8,72,0,0,95.5658,179,0
04-Aug-2020 16:00:001,22.2,65,0,0,95.5962,380,0
04-Aug-2020 17:00:001,22.9,65,0,0,95.5895,554,0
04-Aug-2020 18:00:001,24.7,60,0,0,95.5996,513,0
04-Aug-2020 19:00:001,26.8,52,0,0,95.5556,817,0
04-Aug-2020 20:00:001,28.9,49,0,0,95.4608,883,0
04-Aug-2020 21:00:001,31.7,31,0,0,95.471,895,0
04-Aug-2020 22:00:001,32.6,35,0,0,95.4202,845,0
04-Aug-2020 23:00:001,32.4,34,1.3411,225,95.3863,740,0
05-Aug-2020 00:00:001,32.2,38,0.8941,247.5,95.3694,595,0
05-Aug-2020 01:00:001,30.3,45,1.3411,270,95.366,417,0
05-Aug-2020 02:00:001,28.3,50,0.8941,247.5,95.349,227,0
05-Aug-2020 03:00:001,25.3,59,1.3411,0,95.3355,20,0
05-Aug-2020 04:00:001,23.7,65,0.447,247.5,95.3355,0,0
05-Aug-2020 05:00:001,20.9,65,0,0,95.3626,0,0
05-Aug-2020 06:00:001,18.7,73,0,0,95.3524,0,0
05-Aug-2020 07:00:001,18.2,75,0,0,95.3186,0,0
05-Aug-2020 08:00:001,16.8,79,0,0,95.2915,0,0
05-Aug-2020 09:00:001,16.4,80,0,0,95.3016,0,0
05-Aug-2020 10:00:001,15.6,83,0,0,95.2881,0,0
05-Aug-2020 11:00:001,15,84,0,0,95.2881,0,0
05-Aug-2020 12:00:001,14,87,0,0,95.3084,0,0
05-Aug-2020 13:00:001,13.3,89,0,0,95.3389,0,0
05-Aug-2020 14:00:001,13.5,89,0,0,95.3727,15,0
05-Aug-2020 15:00:001,16.1,82,0,0,95.3863,178,0
05-Aug-2020 16:00:001,18.1,76,0,0,95.4269,381,0
05-Aug-2020 17:00:001,19.3,75,0,0,95.4134,558,0
05-Aug-2020 18:00:001,20.4,74,0,0,95.3998,510,0
05-Aug-2020 19:00:001,21.9,69,0,0,95.3897,806,0
05-Aug-2020 20:00:001,23.8,64,0,0,95.3084,877,0
05-Aug-2020 21:00:001,25.7,60,0,0,95.2678,884,0
05-Aug-2020 22:00:001,27.9,46,0,0,95.2542,837,0
05-Aug-2020 23:00:001,28.7,46,0,202.5,95.2407,731,0
06-Aug-2020 00:00:001,28.2,48,1.3411,225,95.2237,583,0
06-Aug-2020 01:00:001,27.1,49,1.3411,225,95.2136,404,0
06-Aug-2020 02:00:001,25.5,54,1.3411,225,95.1967,212,0
06-Aug-2020 03:00:001,23,58,0.8941,202.5,95.2204,18,0
06-Aug-2020 04:00:001,20.3,65,0,0,95.2779,0,0
06-Aug-2020 05:00:001,18.9,69,0,0,95.3152,0,0
06-Aug-2020 06:00:001,16.8,76,0,0,95.3084,0,0
06-Aug-2020 07:00:001,16.2,79,0,0,95.3253,0,0
06-Aug-2020 08:00:001,15.6,81,0,0,95.3389,0,0
06-Aug-2020 09:00:001,15,84,0,0,95.3118,0,0
06-Aug-2020 10:00:001,14.8,85,0,0,95.2881,0,0
06-Aug-2020 11:00:001,15.2,83,0,0,95.3016,0,0
06-Aug-2020 12:00:001,14.2,85,0,0,95.3016,0,0
06-Aug-2020 13:00:001,13.6,88,0,0,95.322,0,0
06-Aug-2020 14:00:001,13.5,89,0,0,95.3626,18,0
06-Aug-2020 15:00:001,16.9,84,0,0,95.4168,172,0
06-Aug-2020 16:00:001,19.2,73,0,0,95.4506,377,0
06-Aug-2020 17:00:001,19.9,73,0,0,95.4405,554,0
06-Aug-2020 18:00:001,21.7,69,0,0,95.5048,482,0
06-Aug-2020 19:00:001,23.6,60,0,0,95.4676,811,0
06-Aug-2020 20:00:001,25.8,51,0,0,95.3829,867,0
06-Aug-2020 21:00:001,28.1,50,0,0,95.3558,869,0
06-Aug-2020 22:00:001,29.2,47,0,0,95.3186,815,0
06-Aug-2020 23:00:001,28.6,46,1.3411,315,95.2779,713,0
07-Aug-2020 00:00:001,27.9,52,1.7882,292.5,95.261,565,0
07-Aug-2020 01:00:001,28.1,51,0.8941,270,95.2542,392,0
07-Aug-2020 02:00:001,27.4,53,0.8941,270,95.2441,206,0
07-Aug-2020 03:00:001,25.2,58,0.447,0,95.2441,14,0
07-Aug-2020 04:00:001,22.4,59,0.8941,202.5,95.2712,0,0
07-Aug-2020 05:00:001,20.8,63,0,202.5,95.305,0,0
07-Aug-2020 06:00:001,18.8,70,0,0,95.3118,0,0
07-Aug-2020 07:00:001,17.9,74,0,0,95.3016,0,0
07-Aug-2020 08:00:001,17,77,0,0,95.3118,0,0
07-Aug-2020 09:00:001,16.4,78,0,0,95.2949,0,0
07-Aug-2020 10:00:001,15.6,81,0,0,95.2982,0,0
07-Aug-2020 11:00:001,14.9,84,0,0,95.305,0,0
07-Aug-2020 12:00:001,14.5,84,0,0,95.3084,0,0
07-Aug-2020 13:00:001,14.1,86,0,0,95.3457,0,0
07-Aug-2020 14:00:001,14.2,87,0,0,95.3998,17,0
07-Aug-2020 15:00:001,17.8,80,0,0,95.4371,163,0
07-Aug-2020 16:00:001,20.8,74,0,0,95.4879,373,0
07-Aug-2020 17:00:001,22.5,73,0,0,95.4845,532,0
07-Aug-2020 18:00:001,24.1,66,0,0,95.5184,540,0
07-Aug-2020 19:00:001,25.6,66,0,0,95.5217,800,0
07-Aug-2020 20:00:001,28.8,56,0,0,95.41,858,0
07-Aug-2020 21:00:001,30.8,40,0,0,95.4134,859,0
07-Aug-2020 22:00:001,32,37,0,0,95.3829,815,0
07-Aug-2020 23:00:001,32.4,40,0,0,95.3524,717,0
08-Aug-2020 00:00:001,32.7,42,0,0,95.3186,554,0
08-Aug-2020 01:00:001,31.8,47,0,0,95.3186,381,0
08-Aug-2020 02:00:001,30.3,50,0,247.5,95.3524,192,0
08-Aug-2020 03:00:001,28.2,47,0,0,95.3457,17,0
08-Aug-2020 04:00:001,25.6,48,0,0,95.41,0,0
08-Aug-2020 05:00:001,24.3,50,0,0,95.4405,0,0
08-Aug-2020 06:00:001,22.1,57,0,0,95.454,0,0
08-Aug-2020 07:00:001,21.1,58,0,0,95.4506,0,0
08-Aug-2020 08:00:001,20.1,62,0,0,95.4506,0,0
08-Aug-2020 09:00:001,19.2,65,0,0,95.4337,0,0
08-Aug-2020 10:00:001,18.1,70,0,0,95.4371,0,0
08-Aug-2020 11:00:001,17.6,72,0,0,95.4303,0,0
08-Aug-2020 12:00:001,16.8,74,0,0,95.4676,0,0
08-Aug-2020 13:00:001,16.1,77,0,0,95.471,0,0
08-Aug-2020 14:00:001,16.1,78,0,0,95.5217,18,0
08-Aug-2020 15:00:001,19.1,73,0,0,95.5387,85,0
08-Aug-2020 16:00:001,22.8,65,0,0,95.5624,275,0
08-Aug-2020 17:00:001,23.6,67,0,0,95.5421,549,0
08-Aug-2020 18:00:001,25.7,64,0,0,95.603,490,0
08-Aug-2020 19:00:001,27.6,61,0,0,95.5624,799,0
08-Aug-2020 20:00:001,31.5,45,0,0,95.4405,860,0
08-Aug-2020 21:00:001,32.7,43,0,0,95.4168,859,0
08-Aug-2020 22:00:001,34.7,32,0,0,95.3829,805,0
08-Aug-2020 23:00:001,34.6,36,0,225,95.3694,696,0
09-Aug-2020 00:00:001,34.3,39,1.3411,202.5,95.3524,545,0
09-Aug-2020 01:00:001,33.6,40,0.8941,225,95.3355,372,0
09-Aug-2020 02:00:001,31.6,40,1.7882,225,95.322,187,0
09-Aug-2020 03:00:001,29.7,42,0.447,202.5,95.3253,20,0
09-Aug-2020 04:00:001,27.4,46,0,0,95.3592,0,0
09-Aug-2020 05:00:001,25.1,52,0,0,95.4066,0,0
09-Aug-2020 06:00:001,23.2,57,0,0,95.3829,0,0
09-Aug-2020 07:00:001,22.3,58,0,0,95.3931,0,0
09-Aug-2020 08:00:001,20.9,63,0,0,95.3897,0,0
09-Aug-2020 09:00:001,19.7,65,0,0,95.3761,0,0
09-Aug-2020 10:00:001,18.8,63,0,0,95.3694,0,0
09-Aug-2020 11:00:001,17.9,66,0,0,95.3829,0,0
09-Aug-2020 12:00:001,17.6,66,0,0,95.3761,0,0
09-Aug-2020 13:00:001,16.6,68,0,0,95.4303,0,0
09-Aug-2020 14:00:001,16.4,70,0,0,95.471,20,0
09-Aug-2020 15:00:001,19.8,67,0,0,95.4845,136,0
09-Aug-2020 16:00:001,23.8,61,0,0,95.5048,362,0
09-Aug-2020 17:00:001,24.6,65,0,0,95.5251,540,0
09-Aug-2020 18:00:001,26.6,61,0,0,95.5184,523,0
09-Aug-2020 19:00:001,28.4,56,0,0,95.4845,800,0
09-Aug-2020 20:00:001,30.2,54,0,0,95.3931,857,0
09-Aug-2020 21:00:001,31.6,52,0,0,95.3457,861,0
09-Aug-2020 22:00:001,34.6,36,0,0,95.2915,808,0
09-Aug-2020 23:00:001,35.9,33,0,0,95.2508,703,0
10-Aug-2020 00:00:001,35.6,35,1.7882,225,95.2305,545,0
10-Aug-2020 01:00:001,34.1,36,1.7882,225,95.2407,370,0
10-Aug-2020 02:00:001,33.2,36,1.3411,202.5,95.2271,185,0
10-Aug-2020 03:00:001,30.9,39,0.447,225,95.2339,17,0
10-Aug-2020 04:00:001,28.7,42,0.8941,0,95.2576,0,0
10-Aug-2020 05:00:001,27,45,0,0,95.3186,0,0
10-Aug-2020 06:00:001,24.7,51,0,0,95.2881,0,0
10-Aug-2020 07:00:001,23.6,53,0,0,95.2915,0,0
10-Aug-2020 08:00:001,21.9,57,0,0,95.2779,0,0
10-Aug-2020 09:00:001,21.1,61,0,0,95.261,0,0
10-Aug-2020 10:00:001,19.8,63,0,0,95.2271,0,0
10-Aug-2020 11:00:001,18.9,66,0,0,95.2237,0,0
10-Aug-2020 12:00:001,18.5,65,0,0,95.2475,0,0
10-Aug-2020 13:00:001,18.1,66,0,0,95.2475,0,0
10-Aug-2020 14:00:001,17.7,69,0,0,95.2813,19,0
10-Aug-2020 15:00:001,19.8,69,0,0,95.3355,98,0
10-Aug-2020 16:00:001,25.1,55,0,0,95.3863,361,0
10-Aug-2020 17:00:001,25.2,64,0,0,95.3931,532,0
10-Aug-2020 18:00:001,27.3,57,0,0,95.3998,512,0
10-Aug-2020 19:00:001,29.1,54,0,0,95.3727,790,0
10-Aug-2020 20:00:001,30.8,48,0,0,95.2644,850,0
10-Aug-2020 21:00:001,32.9,44,0,0,95.2271,849,0
10-Aug-2020 22:00:001,35.9,29,0.447,315,95.1899,797,0
10-Aug-2020 23:00:001,35.3,31,1.3411,225,95.1459,689,0
11-Aug-2020 00:00:001,34.4,32,2.2352,225,95.1357,544,0
11-Aug-2020 01:00:001,34,31,1.3411,202.5,95.1289,367,0
11-Aug-2020 02:00:001,32.2,33,0.8941,225,95.1662,177,0
11-Aug-2020 03:00:001,29.2,37,0.8941,202.5,95.1797,17,0
11-Aug-2020 04:00:001,27.3,40,0.447,202.5,95.1763,0,0
11-Aug-2020 05:00:001,26.2,41,0,0,95.2102,0,0
11-Aug-2020 06:00:001,24.2,45,0,0,95.1933,0,0
11-Aug-2020 07:00:001,22.2,50,0,0,95.2034,0,0
11-Aug-2020 08:00:001,21,53,0,0,95.1899,0,0
11-Aug-2020 09:00:001,20.3,51,0,0,95.1831,0,0
11-Aug-2020 10:00:001,19,57,0,0,95.1425,0,0
11-Aug-2020 11:00:001,17.9,60,0,0,95.1391,0,0
11-Aug-2020 12:00:001,16.8,65,0,0,95.1391,0,0
11-Aug-2020 13:00:001,16.3,66,0,0,95.1729,0,0
11-Aug-2020 14:00:001,16,69,0,0,95.2339,18,0
11-Aug-2020 15:00:001,18.4,65,0,0,95.261,116,0
11-Aug-2020 16:00:001,23,57,0,0,95.2813,366,0
11-Aug-2020 17:00:001,24.2,53,0,0,95.3152,543,0
11-Aug-2020 18:00:001,25.6,52,0,0,95.366,552,0
11-Aug-2020 19:00:001,27.5,41,0,0,95.366,808,0
11-Aug-2020 20:00:001,30.8,27,0,0,95.3152,871,0
11-Aug-2020 21:00:001,31.4,29,1.3411,225,95.2847,874,0
11-Aug-2020 22:00:001,31.1,38,1.7882,202.5,95.261,818,0
11-Aug-2020 23:00:001,31.8,38,1.7882,202.5,95.1933,716,0
12-Aug-2020 00:00:001,31.3,39,1.7882,202.5,95.2068,557,0
12-Aug-2020 01:00:001,30.1,43,1.7882,225,95.1865,374,0
12-Aug-2020 02:00:001,28.4,47,1.7882,202.5,95.1628,178,0
12-Aug-2020 03:00:001,26,53,1.3411,0,95.1763,16,0
12-Aug-2020 04:00:001,24.2,57,0,135,95.2475,0,0
12-Aug-2020 05:00:001,22.4,61,0,0,95.3016,0,0
12-Aug-2020 06:00:001,20.9,65,0,0,95.322,0,0
12-Aug-2020 07:00:001,19.3,69,0,0,95.3186,0,0
12-Aug-2020 08:00:001,18.2,72,0,0,95.2915,0,0
12-Aug-2020 09:00:001,17.1,76,0,0,95.2745,0,0
12-Aug-2020 10:00:001,15.7,80,0,0,95.2745,0,0
12-Aug-2020 11:00:001,15.1,82,0,0,95.2847,0,0
12-Aug-2020 12:00:001,14.2,85,0,0,95.2881,0,0
12-Aug-2020 13:00:001,13.5,85,0,0,95.3186,0,0
12-Aug-2020 14:00:001,13.3,86,0,0,95.3524,16,0
12-Aug-2020 15:00:001,16.6,79,0,0,95.4066,154,0
12-Aug-2020 16:00:001,21.9,64,0,0,95.5048,386,0
12-Aug-2020 17:00:001,22.5,68,0,0,95.4913,558,0
12-Aug-2020 18:00:001,23.5,66,0,0,95.498,582,0
12-Aug-2020 19:00:001,26.4,54,0,0,95.5116,833,0
12-Aug-2020 20:00:001,29.1,39,0,0,95.4168,892,0
12-Aug-2020 21:00:001,31.4,28,0,0,95.4066,890,0
12-Aug-2020 22:00:001,32.9,16,0,202.5,95.3829,838,0
12-Aug-2020 23:00:001,34.1,27,0,225,95.3558,731,0
13-Aug-2020 00:00:001,33.8,27,0,202.5,95.3253,568,0
13-Aug-2020 01:00:001,33.1,30,1.3411,202.5,95.3084,386,0
13-Aug-2020 02:00:001,31.6,27,0.8941,202.5,95.3287,194,0
13-Aug-2020 03:00:001,29.2,37,0.447,0,95.3457,13,0
13-Aug-2020 04:00:001,26.8,32,0.447,270,95.3761,0,0
13-Aug-2020 05:00:001,22.7,37,0,0,95.4168,0,0
13-Aug-2020 06:00:001,20.3,39,0,0,95.4202,0,0
13-Aug-2020 07:00:001,18.6,43,0,0,95.4168,0,0
13-Aug-2020 08:00:001,16.9,49,0,0,95.4269,0,0
13-Aug-2020 09:00:001,15.8,52,0,0,95.4235,0,0
13-Aug-2020 10:00:001,15,54,0,0,95.4134,0,0
13-Aug-2020 11:00:001,13.9,56,0,0,95.4168,0,0
13-Aug-2020 12:00:001,13.1,61,0,0,95.41,0,0
13-Aug-2020 13:00:001,12.7,62,0,0,95.4303,0,0
13-Aug-2020 14:00:001,12.2,66,0,0,95.4743,14,0
13-Aug-2020 15:00:001,15.8,60,0,0,95.5285,154,0
13-Aug-2020 16:00:001,23.2,42,0,0,95.5759,388,0
13-Aug-2020 17:00:001,22.9,51,0,0,95.5929,559,0
13-Aug-2020 18:00:001,24.2,53,0,0,95.5793,607,0
13-Aug-2020 19:00:001,26.9,39,0,0,95.603,834,0
13-Aug-2020 20:00:001,28.4,45,0,0,95.4913,888,0
13-Aug-2020 21:00:001,31.1,40,0,0,95.5251,888,0
13-Aug-2020 22:00:001,35.7,15,1.7882,135,95.4879,837,0
13-Aug-2020 23:00:001,36.8,13,0.8941,90,95.4608,725,0
14-Aug-2020 00:00:001,36.6,11,1.3411,135,95.4743,569,0
14-Aug-2020 01:00:001,35.1,16,1.7882,135,95.4879,379,0
14-Aug-2020 02:00:001,33.6,17,1.3411,135,95.4777,188,0
14-Aug-2020 03:00:001,30.9,20,0.8941,135,95.5048,12,0
14-Aug-2020 04:00:001,28.1,24,0.447,180,95.5759,0,0
14-Aug-2020 05:00:001,25.1,31,0,0,95.5522,0,0
14-Aug-2020 06:00:001,22.7,34,0,0,95.5522,0,0
14-Aug-2020 07:00:001,21.5,35,0,0,95.5488,0,0
14-Aug-2020 08:00:001,20.4,43,0,0,95.5319,0,0
14-Aug-2020 09:00:001,19.9,40,0,0,95.4777,0,0
14-Aug-2020 10:00:001,18.5,45,0,0,95.4777,0,0
14-Aug-2020 11:00:001,17.7,45,0,0,95.454,0,0
14-Aug-2020 12:00:001,17.4,45,0,0,95.4676,0,0
14-Aug-2020 13:00:001,17.1,51,0,0,95.498,0,0
14-Aug-2020 14:00:001,17,52,0,0,95.5556,15,0
14-Aug-2020 15:00:001,19,49,0,0,95.559,148,0
14-Aug-2020 16:00:001,24.4,40,0,0,95.6098,362,0
14-Aug-2020 17:00:001,25.1,48,0,0,95.6233,518,0
14-Aug-2020 18:00:001,26.6,51,0,0,95.6674,614,0
14-Aug-2020 19:00:001,28,47,0.447,292.5,95.5929,788,0
14-Aug-2020 20:00:001,30.1,50,0.8941,337.5,95.5116,886,0
14-Aug-2020 21:00:001,32.2,54,0.8941,0,95.4642,849,0
14-Aug-2020 22:00:001,33.6,33,0.447,45,95.4168,296,0
14-Aug-2020 23:00:001,35.9,29,0.447,45,95.3423,801,0
15-Aug-2020 00:00:001,38.8,25,0.447,67.5,95.3389,549,0
15-Aug-2020 01:00:001,38.5,22,0.447,45,95.2915,368,0
15-Aug-2020 02:00:001,36.1,39,0.447,247.5,95.2441,176,0
15-Aug-2020 03:00:001,32.7,43,0.447,247.5,95.261,12,0
15-Aug-2020 04:00:001,30.6,45,0,0,95.2881,0,0
15-Aug-2020 05:00:001,28.9,43,0,270,95.3524,0,0
15-Aug-2020 06:00:001,26.1,45,0.447,157.5,95.3389,0,0
15-Aug-2020 07:00:001,24.4,48,0.447,135,95.3152,0,0
15-Aug-2020 08:00:001,22.8,52,0,135,95.2982,0,0
15-Aug-2020 09:00:001,21.7,55,0.447,0,95.2644,0,0
15-Aug-2020 10:00:001,20.5,58,0,0,95.2475,0,0
15-Aug-2020 11:00:001,19.8,60,0.447,0,95.2542,0,0
15-Aug-2020 12:00:001,18.8,63,0,0,95.261,0,0
15-Aug-2020 13:00:001,18.7,64,0.447,0,95.2949,0,0
15-Aug-2020 14:00:001,18.3,67,0.447,112.5,95.3423,13,0
15-Aug-2020 15:00:001,21.3,62,0,112.5,95.3998,137,0
15-Aug-2020 16:00:001,24.9,60,0.447,0,95.4303,363,0
15-Aug-2020 17:00:001,26.9,48,0.447,337.5,95.4574,524,0
15-Aug-2020 18:00:001,29.2,48,0.8941,0,95.4066,609,0
15-Aug-2020 19:00:001,32.1,51,0.8941,0,95.4845,784,0
15-Aug-2020 20:00:001,33.8,36,0.8941,337.5,95.3592,852,0
15-Aug-2020 21:00:001,35.9,34,1.3411,0,95.3389,853,0
15-Aug-2020 22:00:001,38.8,18,1.7882,202.5,95.3558,807,0
15-Aug-2020 23:00:001,38.9,14,1.3411,202.5,95.3118,701,0
16-Aug-2020 00:00:001,39.7,18,0.8941,135,95.3118,546,0
16-Aug-2020 01:00:001,39.1,22,0.8941,225,95.2813,378,0
16-Aug-2020 02:00:001,37.7,25,0.447,202.5,95.2475,184,0
16-Aug-2020 03:00:001,34.9,28,0.447,202.5,95.2339,14,0
16-Aug-2020 04:00:001,30.7,40,0,0,95.2745,0,0
16-Aug-2020 05:00:001,28.2,44,0,0,95.322,0,0
16-Aug-2020 06:00:001,25.7,47,0,0,95.3084,0,0
16-Aug-2020 07:00:001,24.3,49,0,0,95.2881,0,0
16-Aug-2020 08:00:001,22.5,55,0,0,95.2813,0,0
16-Aug-2020 09:00:001,21.3,58,0,0,95.2779,0,0
16-Aug-2020 10:00:001,20.6,62,0,0,95.2373,0,0
16-Aug-2020 11:00:001,20,62,0,0,95.2441,0,0
16-Aug-2020 12:00:001,19.4,65,0,0,95.2237,0,0
16-Aug-2020 13:00:001,23.7,55,0.447,135,95.559,0,0
16-Aug-2020 14:00:001,25.8,55,1.3411,67.5,95.4472,0,0.01
16-Aug-2020 15:00:001,25.8,63,0.447,135,95.4066,34,0
16-Aug-2020 16:00:001,21.3,88,0.447,112.5,95.4371,43,0
16-Aug-2020 17:00:001,22.8,87,0.447,292.5,95.5048,180,0
16-Aug-2020 18:00:001,24.1,84,0.8941,135,95.5455,140,0
16-Aug-2020 19:00:001,28.6,59,0.8941,315,95.6132,598,0
16-Aug-2020 20:00:001,30.3,56,0.447,315,95.4405,470,0
16-Aug-2020 21:00:001,31.8,53,0.447,292.5,95.4743,993,0
16-Aug-2020 22:00:001,35.1,34,1.3411,90,95.454,882,0
16-Aug-2020 23:00:001,36.8,31,0.8941,67.5,95.4574,479,0
17-Aug-2020 00:00:001,34,34,1.3411,135,95.4743,150,0
17-Aug-2020 01:00:001,34.3,35,0.8941,202.5,95.454,272,0
17-Aug-2020 02:00:001,33.5,41,0.447,180,95.4134,103,0
17-Aug-2020 03:00:001,32,39,0.447,180,95.4506,14,0
17-Aug-2020 04:00:001,30.1,43,0.447,202.5,95.5285,0,0
17-Aug-2020 05:00:001,27.7,49,0.447,90,95.5929,0,0
17-Aug-2020 06:00:001,25.9,57,0.447,67.5,95.603,0,0
17-Aug-2020 07:00:001,24.2,62,0.447,112.5,95.6064,0,0
17-Aug-2020 08:00:001,23.2,66,0.447,135,95.5725,0,0
17-Aug-2020 09:00:001,22.1,66,0.447,135,95.5624,0,0
17-Aug-2020 10:00:001,21.7,67,0.447,135,95.5488,0,0
17-Aug-2020 11:00:001,21.7,69,0,0,95.5387,0,0
17-Aug-2020 12:00:001,21.2,71,0.447,135,95.5285,0,0
17-Aug-2020 13:00:001,20.9,73,0.447,112.5,95.5319,0,0
17-Aug-2020 14:00:001,21.1,70,0.447,135,95.5658,11,0
17-Aug-2020 15:00:001,21.3,71,0.447,135,95.7012,21,0
17-Aug-2020 16:00:001,24.3,69,0.447,247.5,95.6538,167,0
17-Aug-2020 17:00:001,26.7,58,0.447,90,95.6504,161,0
17-Aug-2020 18:00:001,25.7,68,0.8941,337.5,95.7114,120,0
17-Aug-2020 19:00:001,27.2,64,0.8941,202.5,95.8705,65,0
17-Aug-2020 20:00:001,27,68,1.7882,337.5,95.708,56,0
17-Aug-2020 21:00:001,26.4,68,1.3411,225,95.6843,68,0
17-Aug-2020 22:00:001,26.3,76,0.8941,90,95.6741,296,0
17-Aug-2020 23:00:001,26.9,77,0,247.5,95.6538,62,0
